Dates,Category,Descript,PdDistrict,Resolution,Address,X,Y
2007-12-02 22:49:00,WARRANTS,ENROUTE TO PAROLE OFFICER,SOUTHERN,"ARREST, BOOKED",TAYLOR ST / MARKET ST,-122.41029351969,37.7822305870036
2012-10-29 22:30:00,FRAUD,FALSE ID TO PEACE OFFICER,BAYVIEW,"ARREST, CITED",3RD ST / WILLIAMS AV,-122.392625489263,37.729280443217505
2015-01-09 23:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,PARK,NONE,100 Block of BEAVER ST,-122.436761114138,37.7654400318659
2004-12-20 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,CENTRAL,NONE,900 Block of UNION ST,-122.414668520147,37.7996995580589
2006-10-20 13:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,CENTRAL,NONE,300 Block of BAY ST,-122.41280375299999,37.8057739875696
2006-04-07 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NORTHERN,NONE,800 Block of FRANKLIN ST,-122.422350618718,37.7824725359795
2012-04-19 11:00:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",TARAVAL,NONE,2300 Block of 40TH AV,-122.49818467296,37.742976298733
2009-10-12 15:45:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,BAYVIEW,"ARREST, BOOKED",PHELPS ST / MCKINNON AV,-122.392967630504,37.7379607056553
2007-12-14 13:05:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.748155469233204
2006-12-25 22:30:00,MISSING PERSON,MISSING ADULT,INGLESIDE,NONE,30TH ST / MISSION ST,-122.42197091902901,37.74237522452549
2003-01-09 23:12:00,OTHER OFFENSES,TRAFFIC VIOLATION,SOUTHERN,"ARREST, CITED",MARKET ST / DUBOCE AV,-122.426312365716,37.76960331281421
2007-06-27 05:19:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",CENTRAL,NONE,300 Block of GRANT AV,-122.40548076226901,37.7903312930658
2009-08-08 13:10:00,OTHER OFFENSES,TRAFFIC VIOLATION,MISSION,NONE,1700 Block of MISSION ST,-122.420074869539,37.768640924905895
2013-11-25 05:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",TARAVAL,NONE,1100 Block of LAKE MERCED BL,-122.485186968095,37.712966917143795
2012-01-10 16:23:00,ASSAULT,TRESPASS WITHIN 30 DAYS OF CREDIBLE THREAT,CENTRAL,"ARREST, BOOKED",600 Block of GEARY ST,-122.413988841812,37.7865685406761
2010-12-05 13:27:00,ASSAULT,THREATENING SCHOOL OR PUBLIC EMPLOYEE,SOUTHERN,NONE,0 Block of SOUTH VAN NESS AV,-122.41881021180299,37.7741251002903
2005-11-04 20:47:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",MISSION,"ARREST, CITED",SOUTH VAN NESS AV / 20TH ST,-122.416872883671,37.7587640201177
2006-09-06 20:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",BAYVIEW,NONE,1600 Block of ARMSTRONG AV,-122.39286262075399,37.7266458218535
2005-11-03 12:10:00,VEHICLE THEFT,STOLEN AUTOMOBILE,MISSION,NONE,600 Block of DOLORES ST,-122.426036566526,37.759419804663
2015-03-20 00:35:00,ROBBERY,"ROBBERY, BODILY FORCE",TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2009-04-16 15:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,RICHMOND,NONE,700 Block of 35TH AV,-122.49503656783399,37.7748653244871
2011-10-08 23:30:00,ROBBERY,ROBBERY ON THE STREET WITH A GUN,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2003-07-10 19:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,MISSION,NONE,3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226
2004-03-18 20:30:00,NON-CRIMINAL,TARASOFF REPORT,SOUTHERN,"ARREST, BOOKED",400 Block of 7TH ST,-122.405118197249,37.7746534767072
2003-07-13 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-01-08 21:55:00,ASSAULT,BATTERY OF A POLICE OFFICER,MISSION,NONE,300 Block of CAPP ST,-122.418124262331,37.761090124073796
2013-05-14 19:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,TARAVAL,NONE,400 Block of GONZALEZ DR,-122.477975897762,37.7160190677349
2003-03-20 12:30:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",TENDERLOIN,NONE,400 Block of ELLIS ST,-122.413609328985,37.784696907904
2012-07-26 23:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,MISSION,NONE,400 Block of ELIZABETH ST,-122.430865646169,37.7523473240976
2006-09-10 07:30:00,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,SOUTHERN,NONE,900 Block of MARKET ST,-122.40953666269199,37.78269112134721
2010-01-25 11:40:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.40535937175301,37.7859774761625
2014-04-06 20:43:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,RICHMOND,NONE,200 Block of 20TH AV,-122.479651067546,37.7831720163337
2005-05-16 21:52:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,CENTRAL,NONE,600 Block of HYDE ST,-122.416614060876,37.786777956045
2015-01-20 19:44:00,WARRANTS,WARRANT ARREST,BAYVIEW,"ARREST, BOOKED",QUINT ST / CUSTER AV,-122.38919714197,37.745297794782296
2015-04-15 02:58:00,WARRANTS,WARRANT ARREST,TENDERLOIN,"ARREST, BOOKED",0 Block of POWELL ST,-122.407845374111,37.7850943210103
2011-01-13 17:28:00,WARRANTS,WARRANT ARREST,TENDERLOIN,"ARREST, BOOKED",TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2007-09-03 20:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",INGLESIDE,"ARREST, CITED",SUNNYDALE AV / RUTLAND ST,-122.408640885133,37.7098457177238
2005-04-20 12:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,BAYVIEW,"ARREST, CITED",WILLIAMS AV / REDDY ST,-122.395377624558,37.7296537311843
2005-06-28 22:01:00,WARRANTS,WARRANT ARREST,CENTRAL,"ARREST, BOOKED",BROADWAY ST / STOCKTON ST,-122.408622974328,37.7976265594379
2009-04-05 23:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,MISSION,NONE,SAN BRUNO AV / 17TH ST,-122.40546657618,37.7646048756593
2003-05-04 23:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,NORTHERN,NONE,POLK ST / CALIFORNIA ST,-122.42069168079901,37.790577071030796
2009-06-23 15:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,NORTHERN,NONE,2200 Block of PINE ST,-122.433240848629,37.7879462552536
2003-04-06 20:35:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",TARAVAL,NONE,1400 Block of 34TH AV,-122.49293215883002,37.7600427346353
2011-12-02 20:15:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",NORTHERN,"ARREST, BOOKED",2100 Block of CHESTNUT ST,-122.438701348232,37.8004498859761
2003-01-26 00:07:00,WARRANTS,WARRANT ARREST,BAYVIEW,"ARREST, BOOKED",3RD ST / GILMAN AV,-122.395622324596,37.7224336237004
2011-02-25 01:10:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,NORTHERN,"ARREST, BOOKED",OLIVE ST / POLK ST,-122.419458073153,37.7844990197997
2005-09-24 19:20:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,TARAVAL,"ARREST, BOOKED",CAPITOL AV / BROAD ST,-122.459023622401,37.71317190247171
2012-06-01 00:01:00,SEX OFFENSES FORCIBLE,ORAL COPULATION,NORTHERN,UNFOUNDED,FULTON ST / BUCHANAN ST,-122.42828442788799,37.778119489908796
2006-11-30 17:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",SOUTHERN,NONE,200 Block of MARKET ST,-122.39685349996901,37.79267911710721
2003-05-13 17:06:00,WARRANTS,WARRANT ARREST,TARAVAL,"ARREST, BOOKED",1500 Block of 30TH AV,-122.488512299457,37.7583652060535
2014-07-21 22:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,TARAVAL,NONE,1600 Block of 28TH AV,-122.48624445733401,37.7565975432392
2003-01-06 10:26:00,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,MISSION,"ARREST, CITED",300 Block of DIVISION ST,-122.40950377616501,37.76928822477621
2014-01-06 16:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,CENTRAL,NONE,200 Block of SUTTER ST,-122.404013943546,37.7897518225049
2007-08-06 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",SOUTHERN,NONE,1100 Block of FOLSOM ST,-122.409282266623,37.7756858832791
2010-07-28 15:12:00,OTHER OFFENSES,FAILURE TO HEED RED LIGHT AND SIREN,BAYVIEW,"ARREST, BOOKED",JERROLD AV / PHELPS ST,-122.391269032991,37.7398531385192
2003-08-09 10:00:00,MISSING PERSON,FOUND PERSON,MISSION,LOCATED,3000 Block of 26TH ST,-122.41023195455,37.749571116991
2010-12-30 20:40:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,TENDERLOIN,"ARREST, CITED",ELLIS ST / HYDE ST,-122.41607528505101,37.78444966127911
2008-07-21 16:13:00,OTHER OFFENSES,RESISTING ARREST,TENDERLOIN,"ARREST, BOOKED",0 Block of GOLDEN GATE AV,-122.41126513684999,37.782139268152214
2005-10-20 14:00:00,NON-CRIMINAL,LOST PROPERTY,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-03-22 01:35:00,OTHER OFFENSES,PAROLE VIOLATION,TENDERLOIN,"ARREST, BOOKED",EDDY ST / TAYLOR ST,-122.410955248913,37.7841399509365
2006-10-16 18:30:00,ASSAULT,INFLICT INJURY ON COHABITEE,TENDERLOIN,DISTRICT ATTORNEY REFUSES TO PROSECUTE,100 Block of JONES ST,-122.412249767634,37.782556330202
2006-07-27 17:30:00,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE,MISSION,"ARREST, BOOKED",19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754
2013-10-03 23:37:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",TARAVAL,"ARREST, CITED",ALEMANY BL / SAGAMORE ST,-122.462542742654,37.7111712111054
2014-07-21 22:10:00,TRESPASS,TRESPASSING,CENTRAL,"ARREST, CITED",500 Block of GEARY ST,-122.41195586990601,37.786939191069706
2003-03-06 00:40:00,ASSAULT,BATTERY,MISSION,NONE,0 Block of COLLINGWOOD ST,-122.436107579123,37.76147067910539
2008-06-09 14:20:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,MISSION,"ARREST, BOOKED",2200 Block of MARKET ST,-122.432198022433,37.7651107322703
2013-10-04 10:30:00,VEHICLE THEFT,STOLEN MOTORCYCLE,CENTRAL,NONE,CLAY ST / SANSOME ST,-122.401489655687,37.794838331746895
2011-09-06 15:25:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,"ARREST, CITED",RHODEISLAND ST / 18TH ST,-122.40232965568501,37.7622300225336
2011-08-11 10:00:00,FRAUD,"CREDIT CARD, THEFT OF",TENDERLOIN,NONE,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2013-09-08 21:05:00,OTHER OFFENSES,CONSPIRACY,RICHMOND,"ARREST, BOOKED",21ST AV / GEARY BL,-122.480452050119,37.7802790505664
2011-05-05 23:58:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",BAYVIEW,NONE,200 Block of HARBOR RD,-122.378392257534,37.732331246437795
2014-02-04 14:12:00,OTHER OFFENSES,PROBATION VIOLATION,BAYVIEW,"ARREST, BOOKED",300 Block of WILLIAMS AV,-122.39944365894199,37.73017601616471
2006-02-12 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",INGLESIDE,NONE,0 Block of PASADENA ST,-122.41882973725401,37.708816135533795
2007-08-22 16:00:00,ROBBERY,"ROBBERY, BODILY FORCE",SOUTHERN,NONE,1100 Block of MARKET ST,-122.413564091744,37.779514030063
2003-10-02 18:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",BAYVIEW,NONE,0 Block of GAVEN ST,-122.40701566325899,37.733805908075105
2012-01-24 03:03:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,NORTHERN,"ARREST, BOOKED",LARKIN ST / POST ST,-122.41827417166,37.7870372043685
2006-08-25 23:50:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",INGLESIDE,"ARREST, BOOKED",MISSION ST / RICHLAND AV,-122.42446746767,37.7360604757326
2007-02-19 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-03-04 13:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,BAYVIEW,NONE,2100 Block of KEITH ST,-122.390776644928,37.7277498106728
2013-01-27 08:06:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,MISSION,"ARREST, CITED",4200 Block of 18TH ST,-122.436657375769,37.7607356573712
2008-05-27 17:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,MISSION,NONE,22ND ST / FOLSOM ST,-122.41438929082899,37.755700366016896
2008-10-14 11:45:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,TENDERLOIN,"ARREST, BOOKED",0 Block of TURK ST,-122.409853729941,37.7833862379382
2006-04-17 21:30:00,VEHICLE THEFT,STOLEN TRUCK,MISSION,NONE,100 Block of CAPP ST,-122.418687919804,37.7642753857061
2004-04-26 15:00:00,NON-CRIMINAL,LOST PROPERTY,RICHMOND,NONE,2300 Block of CLEMENT ST,-122.48434510332301,37.7819957495786
2007-10-31 18:37:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,TENDERLOIN,"ARREST, BOOKED",TURK ST / TAYLOR ST,-122.410768766343,37.7832145190013
2009-06-24 21:01:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",PARK,PSYCHOPATHIC CASE,HAIGHT ST / MASONIC AV,-122.4453467866,37.7702081959172
2011-07-31 15:30:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",BAYVIEW,NONE,100 Block of CAMERON WY,-122.387247607197,37.7208692407802
2011-08-11 13:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,BAYVIEW,NONE,1700 Block of LASALLE AV,-122.391434800433,37.7381270935013
2014-03-18 01:15:00,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",INGLESIDE,NONE,0 Block of BROOKDALE AV,-122.420864146521,37.71219982598
2007-05-16 13:30:00,NON-CRIMINAL,LOST PROPERTY,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-11-14 01:13:00,SUICIDE,ATTEMPTED SUICIDE BY ASPHYXIATION,INGLESIDE,NONE,100 Block of TOPAZ WY,-122.436409657177,37.741505755644496
2003-06-29 13:30:00,OTHER OFFENSES,RESISTING ARREST,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.451288061231,37.7693967099165
2012-09-07 06:30:00,MISSING PERSON,FOUND PERSON,BAYVIEW,LOCATED,0 Block of BERTHA LN,-122.380990356551,37.7331435009212
2008-10-31 09:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,NORTHERN,NONE,GOUGH ST / GROVE ST,-122.423168378741,37.777815744457705
2010-05-23 19:26:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2011-04-18 23:01:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",MISSION,PSYCHOPATHIC CASE,1000 Block of SOUTH VAN NESS AV,-122.41657266748301,37.7563562905072
2012-01-12 20:00:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,BAYVIEW,NONE,1500 Block of OAKDALE AV,-122.389390729131,37.7341211312767
2011-09-06 00:01:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-03-22 11:15:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,PARK,NONE,300 Block of LAGUNAHONDA BL,-122.45868018978202,37.748155469233204
2006-08-26 19:30:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,NORTHERN,NONE,100 Block of GROVE ST,-122.419085788323,37.7784353333225
2005-10-07 06:55:00,NON-CRIMINAL,LOST PROPERTY,SOUTHERN,NONE,MARKET ST / PINE ST,-122.397387796134,37.79240473193961
2005-12-14 04:25:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,PARK,NONE,600 Block of DUBOCE AV,-122.434249624241,37.769200289573796
2008-12-24 22:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,NORTHERN,NONE,3000 Block of SCOTT ST,-122.440637567897,37.7978766241396
2006-09-08 16:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,BAYVIEW,NONE,1100 Block of HUDSON AV,-122.38125041509399,37.732715479715
2005-07-30 19:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",PARK,NONE,1100 Block of OAK ST,-122.438260815998,37.77297147394121
2008-03-21 22:06:00,WEAPON LAWS,POSS OF LOADED FIREARM,SOUTHERN,"ARREST, BOOKED",HOWARD ST / 10TH ST,-122.414370627495,37.7740418385041
2011-01-15 13:25:00,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,NORTHERN,NONE,1900 Block of POST ST,-122.43350503233499,37.785153564008496
2007-10-06 02:17:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,SOUTHERN,"ARREST, BOOKED",1700 Block of MARKET ST,-122.42292477394301,37.7721158516862
2003-07-25 16:30:00,ASSAULT,BATTERY,SOUTHERN,"ARREST, CITED",200 Block of 9TH ST,-122.41284503153601,37.7748170645635
2013-01-11 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",RICHMOND,NONE,700 Block of 25TH AV,-122.48432291584801,37.775354663596296
2003-07-08 19:20:00,ASSAULT,THREATS AGAINST LIFE,CENTRAL,NONE,900 Block of POST ST,-122.416826908048,37.7871656880286
2003-08-10 23:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",CENTRAL,NONE,1400 Block of JACKSON ST,-122.41895944687,37.7945127259566
2003-09-30 12:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,NORTHERN,NONE,1600 Block of GEARY BL,-122.429629258891,37.784896668192395
2012-06-13 07:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.402246029097,37.7810888153345
2005-06-27 11:40:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,BAYVIEW,NONE,600 Block of MISSISSIPPI ST,-122.394159620305,37.7588590136778
2010-12-14 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-02-08 21:17:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,SOUTHERN,NONE,700 Block of TEHAMA ST,-122.41181446706699,37.7751286438667
2005-11-02 16:34:00,OTHER OFFENSES,CONSPIRACY,BAYVIEW,"ARREST, BOOKED",1400 Block of VANDYKE AV,-122.389588134185,37.727626555390295
2014-05-16 15:00:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044
2007-10-05 13:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,BAYVIEW,NONE,4900 Block of 3RD ST,-122.391243431227,37.7336342023099
2013-08-25 11:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",MISSION,NONE,300 Block of TREAT AV,-122.413445535807,37.764637017181286
2009-09-01 08:45:00,MISSING PERSON,FOUND PERSON,INGLESIDE,NONE,0 Block of CHICAGO WY,-122.42913254618,37.710459969945795
2014-12-12 10:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,NORTHERN,NONE,700 Block of STEINER ST,-122.43286830118,37.776104739325596
2004-10-31 14:30:00,NON-CRIMINAL,LOST PROPERTY,RICHMOND,NONE,5TH AV / CLEMENT ST,-122.46335035238899,37.7829878957247
2003-03-07 14:00:00,NON-CRIMINAL,"AIDED CASE, DOG BITE",CENTRAL,NONE,0 Block of TELEGRAPH PL,-122.407205506393,37.8029810123392
2004-04-13 18:48:00,WARRANTS,WARRANT ARREST,MISSION,"ARREST, BOOKED",400 Block of DUBOCE AV,-122.429522203036,37.7694867849847
2011-11-17 19:17:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",NORTHERN,NONE,2100 Block of POLK ST,-122.421798040888,37.7964404207928
2004-11-23 17:15:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,INGLESIDE,NONE,500 Block of MADRID ST,-122.433466102789,37.7208541937972
2007-08-12 02:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,TENDERLOIN,NONE,MCALLISTER ST / HYDE ST,-122.41531796699199,37.7807179285998
2014-07-22 16:16:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",BAYVIEW,"ARREST, BOOKED",PALOU AV / INGALLS ST,-122.383433948755,37.7297381449981
2004-11-22 07:15:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",INGLESIDE,NONE,200 Block of TINGLEY ST,-122.43510866972099,37.730329277199395
2007-06-01 15:30:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",TARAVAL,NONE,100 Block of FONT BL,-122.473644075533,37.7155536666978
2004-05-15 19:09:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",SOUTHERN,JUVENILE DIVERTED,500 Block of MINNA ST,-122.408673540372,37.7800574377607
2007-11-14 19:30:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",RICHMOND,NONE,5500 Block of GEARY BL,-122.47884322010799,37.7802357423473
2003-04-14 18:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",INGLESIDE,NONE,3100 Block of MISSION ST,-122.41860971910201,37.7474453071495
2003-10-01 00:01:00,NON-CRIMINAL,LOST PROPERTY,RICHMOND,NONE,2500 Block of ANZA ST,-122.475497036324,37.7785227206983
2013-03-10 20:25:00,SECONDARY CODES,JUVENILE INVOLVED,RICHMOND,JUVENILE CITED,600 Block of 44TH AV,-122.504813975733,37.7762907811699
2007-07-24 11:07:00,WARRANTS,WARRANT ARREST,SOUTHERN,"ARREST, BOOKED",400 Block of MINNA ST,-122.40738717209801,37.7810688918781
2009-11-09 05:15:00,OTHER OFFENSES,THROWING SUBSTANCE AT VEHICLE,NORTHERN,"ARREST, BOOKED",2200 Block of GREENWICH ST,-122.436695193264,37.79879078581779
2013-11-30 19:21:00,OTHER OFFENSES,RESISTING ARREST,MISSION,"ARREST, BOOKED",400 Block of CASTRO ST,-122.43515009981199,37.7617597243598
2009-05-02 14:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",NORTHERN,NONE,1400 Block of FRANCISCO ST,-122.429059497393,37.802739269545604
2008-09-05 07:10:00,SUSPICIOUS OCC,"SUSPICIOUS OCCURRENCE, POSSIBLE SHOTS FIRED",BAYVIEW,NONE,0 Block of DAKOTA ST,-122.395635436168,37.7535645746594
2013-07-23 21:18:00,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",SOUTHERN,"ARREST, BOOKED",300 Block of 12TH ST,-122.413367789821,37.7702457299466
2008-04-01 18:42:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,TENDERLOIN,NONE,HYDE ST / MCALLISTER ST,-122.41531796699199,37.7807179285998
2009-12-27 02:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,MISSION,PROSECUTED BY OUTSIDE AGENCY,1300 Block of NOE ST,-122.431444396842,37.74783607711329
2003-02-09 19:42:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",MISSION,NONE,4000 Block of 24TH ST,-122.43299908856899,37.7513144025718
2007-01-13 08:00:00,NON-CRIMINAL,LOST PROPERTY,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2013-09-16 15:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2008-05-17 17:44:00,OTHER OFFENSES,TRAFFIC VIOLATION,MISSION,"ARREST, CITED",MISSION ST / 19TH ST,-122.41920824950701,37.7602340753605
2013-01-10 14:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,CENTRAL,NONE,800 Block of NORTHPOINT ST,-122.42121538482701,37.80566044132721
2014-08-09 21:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,SOUTHERN,NONE,100 Block of BLUXOME ST,-122.399063980262,37.775012206354106
2006-01-01 12:00:00,VEHICLE THEFT,STOLEN TRUCK,SOUTHERN,NONE,1000 Block of MISSION ST,-122.40979519450501,37.7800356268394
2005-11-30 21:30:00,SECONDARY CODES,ATM RELATED CRIME,NORTHERN,NONE,POLK ST / POST ST,-122.419930111618,37.7868262081927
2009-01-11 18:00:00,NON-CRIMINAL,FOUND PROPERTY,TARAVAL,NONE,100 Block of JULES AV,-122.461169042517,37.720942217075404
2012-05-20 22:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,INGLESIDE,NONE,800 Block of VIENNA ST,-122.434157340729,37.71540030527621
2012-02-21 13:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",CENTRAL,NONE,900 Block of HYDE ST,-122.41704429261401,37.78959527743221
2008-10-29 15:30:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,TENDERLOIN,"ARREST, BOOKED",100 Block of TAYLOR ST,-122.410928353347,37.7836778741124
2014-11-10 08:10:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",SOUTHERN,NONE,SHIPLEY ST / 5TH ST,-122.402842748428,37.7798294192767
2013-11-29 03:45:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",NORTHERN,NONE,1000 Block of GEARY ST,-122.420571110949,37.7857331120575
2004-03-19 10:30:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,NORTHERN,NONE,400 Block of MCALLISTER ST,-122.419448185224,37.7802091894281
2007-10-21 12:11:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,TENDERLOIN,"ARREST, BOOKED",GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029
